Round,Date,Team 1,FT,Team 2
37,Mon May 6 2019,Cádiz CF,1-1,Málaga CF
38,Fri May 10 2019,Granada CF,2-1,CD Tenerife
38,Sat May 11 2019,Sporting Gijón,0-0,CD Lugo
38,Sat May 11 2019,Gimnàstic Tarragona,2-1,RCD Mallorca
38,Sat May 11 2019,Extremadura UD,0-3,Real Zaragoza
38,Sat May 11 2019,CD Numancia,2-0,AD Alcorcón
38,Sun May 12 2019,CA Osasuna,,CF Reus
38,Sun May 12 2019,UD Almería,5-3,Elche CF
38,Sun May 12 2019,CF Rayo Majadahonda,2-3,Albacete Balompié
38,Sun May 12 2019,RCD La Coruña,1-1,Cádiz CF
38,Sun May 12 2019,UD Las Palmas,1-0,Córdoba CF
38,Mon May 13 2019,Málaga CF,3-0,Real Oviedo
39,Fri May 17 2019,Real Zaragoza,4-2,Sporting Gijón
39,Sat May 18 2019,AD Alcorcón,0-1,Extremadura UD
39,Sat May 18 2019,Elche CF,3-0,CD Tenerife
39,Sun May 19 2019,CF Reus,,Málaga CF
39,Sun May 19 2019,RCD Mallorca,1-0,UD Almería
39,Sun May 19 2019,Real Oviedo,1-0,CD Numancia
39,Sun May 19 2019,Cádiz CF,0-0,CA Osasuna
39,Sun May 19 2019,UD Las Palmas,3-2,CF Rayo Majadahonda
39,Sun May 19 2019,Córdoba CF,4-3,Gimnàstic Tarragona
39,Sun May 19 2019,CD Lugo,1-0,RCD La Coruña
39,Mon May 20 2019,Albacete Balompié,0-1,Granada CF
40,Fri May 24 2019,Málaga CF,3-1,Real Zaragoza
40,Sat May 25 2019,CF Rayo Majadahonda,0-0,Córdoba CF
40,Sat May 25 2019,Sporting Gijón,0-2,Albacete Balompié
40,Sat May 25 2019,CA Osasuna,2-0,UD Las Palmas
40,Sun May 26 2019,CD Numancia,,CF Reus
40,Sun May 26 2019,UD Almería,0-0,AD Alcorcón
40,Sun May 26 2019,Gimnàstic Tarragona,3-3,Elche CF
40,Sun May 26 2019,CD Tenerife,2-1,Real Oviedo
40,Sun May 26 2019,Granada CF,1-1,Cádiz CF
40,Sun May 26 2019,Extremadura UD,0-0,CD Lugo
40,Mon May 27 2019,RCD La Coruña,1-0,RCD Mallorca
41,Fri May 31 2019,Córdoba CF,2-3,CA Osasuna
41,Sat Jun 1 2019,AD Alcorcón,0-1,Gimnàstic Tarragona
41,Sun Jun 2 2019,CF Reus,,Sporting Gijón
41,Sun Jun 2 2019,UD Las Palmas,0-0,UD Almería
41,Tue Jun 4 2019,Albacete Balompié,1-2,Málaga CF
41,Tue Jun 4 2019,Cádiz CF,0-1,Extremadura UD
41,Tue Jun 4 2019,CD Lugo,0-0,CD Tenerife
41,Tue Jun 4 2019,Elche CF,0-0,RCD La Coruña
41,Tue Jun 4 2019,RCD Mallorca,1-1,Granada CF
41,Tue Jun 4 2019,Real Oviedo,4-3,CF Rayo Majadahonda
41,Tue Jun 4 2019,Real Zaragoza,0-0,CD Numancia
42,Sat Jun 8 2019,Extremadura UD,0-0,RCD Mallorca
42,Sat Jun 8 2019,CA Osasuna,1-0,Real Oviedo
42,Sat Jun 8 2019,UD Almería,3-0,Albacete Balompié
42,Sat Jun 8 2019,Granada CF,2-1,AD Alcorcón
42,Sat Jun 8 2019,Sporting Gijón,1-0,Cádiz CF
42,Sat Jun 8 2019,RCD La Coruña,2-0,Córdoba CF
42,Sat Jun 8 2019,Málaga CF,3-0,Elche CF
42,Sun Jun 9 2019,CF Rayo Majadahonda,,CF Reus
42,Sun Jun 9 2019,Gimnàstic Tarragona,1-1,CD Lugo
42,Sun Jun 9 2019,CD Numancia,1-1,UD Las Palmas
42,Sun Jun 9 2019,CD Tenerife,1-0,Real Zaragoza
